codigo_producto;descripcion_producto;unidades_por_caja;precio;iva;precio_con_iva;descuento_por_bultos;descuento_por_volumen;imagen_id;marca_id
0688;Huggies pa�al triple proteccion  talla M 20und;8; NULL ; NULL ; NULL ;NULL;null;null;21
0721;Huggies pa�al triple proteccion talla G 20und;8; 4,42 ; 0,71 ; 5,13 ;NULL;null;null;21
0722;Huggies pa�al triple proteccion talla XG 20und;8; 5,41 ; 0,87 ; 6,28 ;NULL;null;null;21
0689;Huggies pa�al triple proteccion talla XXG 20und;8; 5,89 ; 0,94 ; 6,83 ;NULL;null;null;21
0702;Scott papel hig rindemax 4und;12; 2,83 ; 0,45 ; 3,28 ;NULL;null;null;21
0866;Scott  toallin duramax 52 pa�os ;12; NULL ; NULL ; NULL ;NULL;null;null;21
0772;Scott  toallin mega absorb ;12; 1,19 ; 0,19 ; 1,38 ;NULL;null;null;21
0679;Axe aerosol bs marine 150ml;12; 3,85 ; 0,62 ; 4,47 ;NULL;null;null;21
0887;Axe aerosol bs dark temperation 150ml;12; 3,85 ; 0,62 ; 4,47 ;NULL;null;null;21
0886;Axe aerosol bs collision 150ml;12; 3,85 ; 0,62 ; 4,47 ;NULL;null;null;21
0885;Axe aerosol bs apollo 150ml;12; 3,85 ; 0,62 ; 4,47 ;NULL;null;null;21
0703;Kleenex pocket 4x10und;12; 2,15 ; 0,34 ; 2,49 ;NULL;null;null;21
0879;Kotex tampones super 8und;16; 5,65 ; 0,90 ; 6,55 ;NULL;null;null;21
0918;Kotex tampones medium 8und;16; 5,44 ; 0,87 ; 6,31 ;NULL;null;null;21
0919;Kotex tampones digital medium 12und;16; 3,06 ; 0,49 ; 3,55 ;NULL;null;null;21
0920;Kotex tampones digital super 12und;16; 3,56 ; 0,57 ; 4,13 ;NULL;null;null;21
0862;Rxona jabon antibac avena 110gr;72; NULL ; NULL ; NULL ;NULL;null;null;22
0864;Rxona jabon antibac fresh 110gr;72; NULL ; NULL ; NULL ;NULL;null;null;22
0865;Rxona jabon antibac limpieza 110gr;72; NULL ; NULL ; NULL ;NULL;null;null;22
0863;Rxona jabon antibac bamboo 110gr;72; NULL ; NULL ; NULL ;NULL;null;null;22
0872;Rxona jabon antibac avena 3pack;24; NULL ; NULL ; NULL ;NULL;null;null;22
0874;Rxona jabon antibac fresh 3pack;24; NULL ; NULL ; NULL ;NULL;null;null;22
0875;Rxona jabon antibac limpieza 3pack;24; NULL ; NULL ; NULL ;NULL;null;null;22
0873;Rxona jabon antibac bamboo 3pack;24; NULL ; NULL ; NULL ;NULL;null;null;22
0861;Savital shampoo anticaspa menta 510ml;12; NULL ; NULL ; NULL ;NULL;null;null;22
0860;Savital shampoo multivitaminas 510ml;12; NULL ; NULL ; NULL ;NULL;null;null;22
0858;Savital shampoo multioleos 510ml;12; NULL ; NULL ; NULL ;NULL;null;null;22
0859;Savital shampoo argan 510ml;12; NULL ; NULL ; NULL ;NULL;null;null;22
0868;Savital acondicionador multivitaminas 490ml;12; NULL ; NULL ; NULL ;NULL;null;null;22
0869;Savital acondicionador multioleos 490ml;12; NULL ; NULL ; NULL ;NULL;null;null;22
0870;Savital acondicionador argan 490ml;12; NULL ; NULL ; NULL ;NULL;null;null;22
0744;Vaseline locion corporal healthy 400ml;12; 2,92 ; 0,47 ; 3,39 ;NULL;null;null;22
0743;Vaseline locion corporal deep prestore 400ml;12; 2,92 ; 0,47 ; 3,39 ;NULL;null;null;22
0745;Vaseline petroleum jelly baby100ml;48; 1,79 ; 0,29 ; 2,08 ;NULL;null;null;22
0907;Jab.Inti.Intibon.ving.manz y calen. 21gr;12; 3,65 ; 0,58 ; 4,23 ;NULL;null;null;23
0908;Jab.Inti.Intibon calend.muj 21gr;12; 3,65 ; 0,58 ; 4,23 ;NULL;null;null;23
0909;Jab.Inti.Intibon calen.nina 210 gr;12; 3,65 ; 0,58 ; 4,23 ;NULL;null;null;23
0910;Jab.Inti.Intibon avn.y cal 210 gr;12; 3,65 ; 0,58 ; 4,23 ;NULL;null;null;23
0911;Jab.Inti.Intibon cero 210 gr;12; 3,65 ; 0,58 ; 4,23 ;NULL;null;null;23
0912;Sha.Nutrit.Restmax 600ml;6; 5,08 ; 0,81 ; 5,89 ;NULL;null;null;23
0913;Sha.Nutrit.Repmax 600ml;6; 5,08 ; 0,81 ; 5,89 ;NULL;null;null;23
0914;Sha.Nutrit.Keratinmax 600ml ;6; 5,08 ; 0,81 ; 5,89 ;NULL;null;null;23
0904;Acond.Nutrit.Kerat.550ml;6; 4,65 ; 0,74 ; 5,39 ;NULL;null;null;23
0905;Acond.Nutrit.Repra 550 ml;6; 4,65 ; 0,74 ; 5,39 ;NULL;null;null;23
0906;Acond.Nutrit.Restmax.coc.550 ml;6; 4,65 ; 0,74 ; 5,39 ;NULL;null;null;23
;Detergente ABC durazno 400gr;24; 0,83 ; 0,13 ; 4,23 ;NULL;null;null;24
;Detergente ABC durazno 800gr;20; 1,68 ; 0,27 ; 4,23 ;NULL;null;null;24
;Detergente ABC bebe 400gr;24; NULL ; NULL ; 4,23 ;NULL;null;null;24
;Detergente ABC bebe 800gr;20; 1,68 ; 0,27 ; 4,23 ;NULL;null;null;24
;Detergente ABC limpio brillante 400gr;24; 0,83 ; 0,13 ; 4,23 ;NULL;null;null;24
;Detergente ABC limpio brillante 800gr;20; 1,68 ; 0,27 ; 5,89 ;NULL;null;null;24
;Detergente ABC floral 400gr;24; NULL ; NULL ; 5,89 ;NULL;null;null;24
;Detergente ABC floral 800gr;20; NULL ; NULL ; 5,89 ;NULL;null;null;24
